Date,Product,Category,Region,Salesperson,CustomerSegment,Quantity,SalesAmount,Profit,Target
2024-07-05,Monitor,Electronics,North,Arun,Consumer,7,10465,1086.868386527895,11190.833272600396
2024-07-19,Monitor,Electronics,West,Rahul,Corporate,8,3304,396.75085029576474,3033.3475259867746
2023-06-02,Mouse,Accessories,North,Sneha,Consumer,5,2305,642.1093714979266,2127.3770605116874
2024-08-12,Monitor,Electronics,West,Rahul,Home Office,3,3999,599.731586888509,3662.721087469012
2023-06-19,Phone,Electronics,West,Meena,Corporate,1,473,54.209172795671996,464.3379182475717
2024-01-07,Phone,Electronics,North,Rahul,Corporate,2,1554,436.6788261299379,1399.5172343425836
2023-05-15,Monitor,Electronics,South,Meena,Home Office,2,482,113.61548817518697,453.9089700881642
2023-08-31,Mouse,Accessories,West,Arun,Consumer,1,891,249.10521962300263,946.4563162473623
2024-02-05,Keyboard,Accessories,East,Meena,Corporate,8,4408,927.9713981657949,4548.704261152407
2024-09-11,Laptop,Electronics,East,Rahul,Corporate,1,620,146.82876055259837,614.2541756813806
2024-04-20,Monitor,Electronics,East,Rahul,Corporate,3,2637,627.0087772664376,2498.4423706675616
2024-04-15,Headphones,Accessories,North,Rahul,Consumer,4,2704,496.14310384656744,2633.9445662715007
2023-08-10,Monitor,Electronics,North,Karan,Corporate,7,2744,785.2309468709052,2493.0838015135264
2024-07-30,Tablet,Electronics,South,Rahul,Corporate,6,8022,1207.6651628397215,8731.422289704566
2023-08-10,Phone,Electronics,North,Arun,Corporate,8,1968,310.284635927758,1971.9075695206764
2024-04-23,Laptop,Electronics,South,Meena,Corporate,1,1381,332.93659277148475,1400.7647683516614
2024-04-18,Monitor,Electronics,East,Arun,Home Office,3,2496,464.6275418514002,2656.904221325692
2023-03-14,Printer,Accessories,West,Sneha,Consumer,10,2510,732.2469677358848,2430.1708863030167
2024-12-16,Phone,Electronics,South,Arun,Consumer,7,7644,1934.9140954226616,8350.973037195361
2023-11-16,Phone,Electronics,West,Meena,Corporate,1,702,183.27792043832937,657.7026514753314
2024-11-09,Phone,Electronics,West,Meena,Corporate,3,4023,1099.3606327890814,3794.0502526323307
2024-01-04,Printer,Accessories,North,Priya,Consumer,4,3064,410.0369230280542,2857.312257755646
2024-06-22,Tablet,Electronics,South,Karan,Consumer,4,4200,1078.7182457554547,3789.458554042129
2023-01-08,Mouse,Accessories,South,Karan,Home Office,10,11260,1438.3033192774415,10226.945508682857
2024-01-07,Phone,Electronics,West,Arun,Consumer,7,5453,1011.0581537255562,5003.860843636251
2023-03-30,Printer,Accessories,West,Karan,Consumer,5,7425,1985.0455918934017,6945.115404430309
2024-06-01,Laptop,Electronics,North,Karan,Home Office,7,6475,1901.0785639872815,6716.662820322927
2023-09-29,Laptop,Electronics,West,Sneha,Home Office,7,7294,1601.7674712746236,7063.07324830615
2023-12-17,Phone,Electronics,South,Meena,Home Office,8,5512,1611.4857762596912,5847.453275175549
2023-01-26,Monitor,Electronics,South,Arun,Corporate,8,10784,2473.3654607892477,10656.117391880825
2023-04-28,Tablet,Electronics,South,Sneha,Consumer,8,10352,1502.145698641267,9445.867850713594
2024-09-05,Monitor,Electronics,North,Arun,Consumer,5,1290,163.276140136169,1174.3091802956587
2023-09-17,Tablet,Electronics,West,Rahul,Home Office,3,2250,576.1510231667555,2358.200121794794
2023-05-24,Phone,Electronics,South,Rahul,Corporate,4,2336,523.5138096770173,2215.1965906916207
2023-12-22,Monitor,Electronics,North,Meena,Home Office,9,4239,1020.6692819841526,4098.244938487504
2023-12-07,Laptop,Electronics,West,Rahul,Corporate,8,9360,1968.4649401327144,9807.192633917695
2024-10-07,Tablet,Electronics,East,Karan,Corporate,7,2863,621.3371615981987,3018.1737699129567
2023-06-08,Printer,Accessories,North,Arun,Home Office,7,1505,294.1370224317871,1414.7050927879068
2023-02-23,Laptop,Electronics,West,Karan,Home Office,8,9840,1909.5849322162392,10769.422625396219
2024-04-27,Headphones,Accessories,North,Priya,Home Office,9,5193,640.6350308607197,5678.202336143798
2023-07-30,Phone,Electronics,North,Sneha,Home Office,6,4698,583.2407990282653,4834.585112314894
2024-04-07,Laptop,Electronics,West,Rahul,Corporate,10,10620,1734.513376159052,11595.35630165563
2024-07-24,Keyboard,Accessories,East,Sneha,Corporate,1,605,136.86766954461106,596.0596264176869
2023-05-28,Laptop,Electronics,West,Meena,Home Office,6,2772,369.62017129177485,2515.984269383333
2024-04-18,Monitor,Electronics,South,Karan,Corporate,1,1407,252.4675604663722,1293.1297592433775
2023-04-01,Tablet,Electronics,West,Priya,Corporate,9,1269,343.4831195121624,1162.0251447105304
2023-09-22,Monitor,Electronics,West,Rahul,Home Office,4,4000,937.3739920757205,3803.5996642791647
2024-06-03,Mouse,Accessories,West,Karan,Home Office,9,10944,2342.255226353866,11756.72014241088
2023-03-10,Headphones,Accessories,East,Karan,Home Office,1,1195,320.65173294422647,1095.932267431138
2024-01-31,Laptop,Electronics,North,Priya,Consumer,4,3976,849.6598801801454,4365.05244745432
2023-10-12,Keyboard,Accessories,South,Karan,Consumer,4,1300,382.24153216452623,1275.9099282394188
2024-02-06,Phone,Electronics,South,Sneha,Consumer,8,7128,795.6928309526245,6438.661949763988
2024-09-12,Phone,Electronics,South,Sneha,Home Office,6,552,100.24957206545182,551.9270734766844
2023-12-06,Monitor,Electronics,East,Arun,Home Office,4,4072,972.9533768337961,4305.153895951765
2023-09-09,Tablet,Electronics,East,Arun,Corporate,1,827,194.154495901361,868.0875454317826
2023-11-06,Phone,Electronics,East,Sneha,Corporate,3,3078,921.4326940709595,3347.5969266359516
2023-11-05,Monitor,Electronics,East,Sneha,Consumer,5,4095,1176.7571139657398,4286.50456050076
2023-03-19,Headphones,Accessories,West,Arun,Consumer,6,7608,949.7377869202077,7590.899431387707
2023-07-29,Mouse,Accessories,South,Meena,Corporate,1,1162,203.38835545645,1075.0834132044242
2023-03-05,Tablet,Electronics,North,Sneha,Corporate,10,11440,2061.5071723741994,12120.34394100198
2024-08-31,Printer,Accessories,East,Karan,Corporate,6,6660,1444.0851668893536,6869.87313788955
2024-09-01,Mouse,Accessories,North,Arun,Corporate,9,12780,3706.2396572834946,12316.052496380953
2024-01-06,Tablet,Electronics,South,Priya,Consumer,8,4648,502.889038576015,4311.785007193643
2023-10-13,Phone,Electronics,North,Karan,Home Office,4,2964,583.4832340479178,2876.09245741048
2024-04-30,Tablet,Electronics,East,Priya,Home Office,3,1593,206.8010089055326,1484.2832541203015
2024-02-17,Monitor,Electronics,South,Arun,Home Office,9,7515,1823.5319193433672,7842.317675704354
2023-01-02,Monitor,Electronics,West,Karan,Consumer,2,636,119.23746003343103,673.2867036627133
2024-06-26,Printer,Accessories,East,Priya,Corporate,4,3044,494.3548766974229,2903.6857720255134
2024-05-27,Headphones,Accessories,West,Priya,Consumer,8,6488,690.0379656944012,6217.730325782521
2024-07-04,Phone,Electronics,North,Meena,Consumer,10,840,164.47982633297462,797.8479592519973
2023-07-19,Monitor,Electronics,South,Rahul,Corporate,3,3948,1179.8246062184612,3875.6527135910915
2024-12-19,Tablet,Electronics,West,Arun,Consumer,3,2178,541.1922838646223,1974.9524922277394
2024-01-02,Monitor,Electronics,South,Priya,Consumer,2,2786,570.1743697227287,2559.6067842260663
2024-06-04,Monitor,Electronics,East,Arun,Corporate,6,2778,754.3264658264685,2981.4893214039453
2023-04-28,Headphones,Accessories,East,Karan,Consumer,8,5016,1423.7256133690144,5486.0894612718275
2024-09-06,Keyboard,Accessories,East,Priya,Home Office,8,2232,345.3383520690996,2165.7981725876957
2024-01-17,Mouse,Accessories,East,Arun,Home Office,7,8652,1349.7721870895139,7906.356093277665
2024-09-13,Phone,Electronics,West,Meena,Home Office,8,8176,1815.0253727523632,8808.27591791097
2023-08-09,Laptop,Electronics,South,Rahul,Corporate,10,7300,886.0491853828663,7216.295671844409
2024-10-24,Mouse,Accessories,East,Arun,Consumer,6,882,172.12561657475771,835.3480044506397
2024-05-29,Mouse,Accessories,North,Rahul,Consumer,3,2514,730.3921411523505,2700.3837847728105
2024-07-22,Mouse,Accessories,East,Arun,Consumer,10,2770,543.0118836720752,2777.9850630802603
2023-07-26,Mouse,Accessories,North,Meena,Consumer,2,1430,234.44987567920765,1420.4253808743217
2023-09-14,Phone,Electronics,South,Sneha,Home Office,5,6120,1466.107313584749,5652.7941042048005
2023-03-20,Monitor,Electronics,South,Karan,Home Office,1,636,120.02482005283088,584.6066034968142
2023-05-02,Tablet,Electronics,West,Rahul,Home Office,8,9040,2439.42894212826,8731.713013571638
2024-10-23,Tablet,Electronics,North,Karan,Home Office,4,1188,328.2387857912128,1151.4667967198986
2023-12-24,Headphones,Accessories,West,Rahul,Home Office,9,7578,2000.5410379155892,7994.183240159964
2023-02-05,Monitor,Electronics,West,Karan,Consumer,5,7105,739.1154622902051,6885.757178284288
2023-01-30,Tablet,Electronics,East,Sneha,Consumer,8,5832,606.9705131887011,5940.604134264002
2023-02-27,Tablet,Electronics,South,Arun,Home Office,10,14250,3101.560475421433,14471.662675959804
2024-03-26,Laptop,Electronics,East,Sneha,Consumer,10,10850,2439.2462389778752,10346.734335360801
2023-01-14,Laptop,Electronics,North,Meena,Consumer,7,8232,1646.2295755004823,8248.286334707034
2023-08-18,Phone,Electronics,East,Meena,Home Office,8,9296,2623.5942832724063,10177.27380742545
2023-12-11,Printer,Accessories,East,Meena,Corporate,2,1586,382.1584122500889,1461.5945449994927
2023-07-23,Headphones,Accessories,North,Sneha,Home Office,8,2144,291.42707910840403,2211.2025002841883
2023-04-25,Keyboard,Accessories,West,Meena,Corporate,3,3819,1126.4993143527063,3953.7018443818542
2024-09-02,Laptop,Electronics,East,Meena,Corporate,5,4460,495.8857601958974,4277.936662020734
2023-03-22,Monitor,Electronics,West,Meena,Home Office,8,6808,1605.7023227652273,7459.394362273201
2023-10-26,Laptop,Electronics,West,Arun,Home Office,10,4940,1221.699900639591,4851.422453866651
2023-10-11,Mouse,Accessories,South,Sneha,Consumer,1,948,238.84017397113456,905.1113497684923
2023-06-09,Laptop,Electronics,East,Arun,Home Office,3,1581,469.75898265471784,1442.8842686507676
2023-08-14,Printer,Accessories,South,Rahul,Home Office,1,558,114.53929072651871,590.5986633563871
2024-05-28,Mouse,Accessories,South,Meena,Home Office,10,1010,257.09678144877176,977.853903220767
2024-12-25,Headphones,Accessories,North,Arun,Corporate,5,4910,1398.8593234982536,4434.301867609366
2024-08-29,Keyboard,Accessories,East,Arun,Corporate,10,12140,3492.232643837926,12793.540682182198
2023-11-07,Tablet,Electronics,South,Meena,Consumer,9,6147,662.3145077219791,6038.312744839456
2023-05-25,Tablet,Electronics,East,Sneha,Consumer,10,12280,3183.063780571182,12782.179258709792
2024-09-08,Phone,Electronics,East,Priya,Consumer,10,8440,1172.088274057993,8861.250508973166
2023-02-08,Headphones,Accessories,South,Sneha,Home Office,8,6520,1640.9806868231683,6868.624669436841
2023-10-07,Tablet,Electronics,South,Rahul,Consumer,1,565,110.49183376262651,612.4525465871515
2023-06-30,Printer,Accessories,North,Rahul,Consumer,10,4220,728.5699450204811,4099.179106469703
2023-01-10,Tablet,Electronics,South,Priya,Home Office,7,5530,847.3408627506702,5811.153071518427
2024-02-28,Keyboard,Accessories,North,Meena,Corporate,10,2910,478.32846043400525,3007.488960154137
2023-04-12,Headphones,Accessories,West,Arun,Corporate,2,1228,172.93360961701788,1174.4810791313632
2024-01-05,Monitor,Electronics,South,Karan,Home Office,3,4494,864.4595345031672,4881.044457984376
2024-08-09,Phone,Electronics,West,Sneha,Consumer,2,2526,542.9665035334899,2436.9518158958067
2024-03-29,Laptop,Electronics,South,Priya,Consumer,8,9016,2261.324998689268,9663.335155039349
2024-03-11,Monitor,Electronics,East,Priya,Consumer,5,5085,1391.1342678744077,4687.404699360858
2024-08-18,Tablet,Electronics,South,Rahul,Consumer,8,1304,169.23297145682943,1390.9946984790154
2024-08-19,Monitor,Electronics,East,Sneha,Corporate,2,1614,477.3878388592952,1560.1975954305553
2023-01-15,Monitor,Electronics,East,Rahul,Corporate,1,607,120.47340675612419,605.7770223807586
2024-06-05,Laptop,Electronics,South,Priya,Home Office,6,1050,259.00811380242044,1046.3349068202788
2023-08-12,Printer,Accessories,North,Sneha,Corporate,3,3927,471.04350411054116,4255.138501150725
2024-04-22,Laptop,Electronics,South,Meena,Corporate,7,679,77.08081016672116,630.6090173279249
2024-11-09,Mouse,Accessories,West,Rahul,Home Office,8,7640,925.8481458245521,7284.362425032456
2024-08-29,Monitor,Electronics,East,Meena,Home Office,8,9592,2792.009401642344,9541.75583363576
2024-10-02,Laptop,Electronics,East,Sneha,Corporate,1,167,39.52856161447508,180.01815774228749
2024-01-14,Laptop,Electronics,South,Sneha,Consumer,9,11142,1715.4051749099508,10211.629177081953
2024-09-20,Monitor,Electronics,East,Meena,Consumer,4,1148,307.21842340982886,1076.2373398724997
2023-07-05,Mouse,Accessories,West,Priya,Home Office,9,9513,2682.614313499195,10033.283567696775
2023-04-24,Laptop,Electronics,North,Karan,Home Office,7,6174,784.3719447764848,5720.2747773668225
2024-03-04,Phone,Electronics,East,Meena,Corporate,4,5564,1167.8825406354483,5056.877556014571
2024-03-31,Phone,Electronics,North,Arun,Consumer,5,3395,853.8229090414125,3263.025643353029
2023-12-08,Phone,Electronics,South,Priya,Corporate,2,1702,451.0634906413635,1735.1214705421357
2024-05-16,Keyboard,Accessories,South,Meena,Home Office,8,6744,965.7597450646228,6813.718366762415
2023-12-07,Tablet,Electronics,West,Karan,Corporate,1,295,72.0547881769031,276.5767532793675
2024-10-07,Laptop,Electronics,East,Sneha,Consumer,3,4353,596.1268916805454,4769.040599179735
2024-06-03,Laptop,Electronics,West,Meena,Home Office,4,3852,906.9538014370492,3575.0665732579337
2024-02-20,Keyboard,Accessories,East,Meena,Corporate,9,6660,681.942843245774,6411.716996052547
2023-10-16,Printer,Accessories,West,Sneha,Home Office,8,10496,1797.5372841756378,11005.686233662409
2024-02-12,Monitor,Electronics,North,Karan,Consumer,9,4680,1183.861270544175,4330.295956619818
2023-08-28,Printer,Accessories,North,Priya,Corporate,6,2532,664.3282557843577,2586.8811062545683
2023-07-05,Keyboard,Accessories,West,Arun,Consumer,9,13392,1995.3741133195608,12572.943085445913
2024-12-23,Keyboard,Accessories,North,Meena,Consumer,2,1250,355.9841943776404,1352.874838020847
2024-03-09,Printer,Accessories,South,Arun,Consumer,2,922,165.1708193760524,862.1475421408331
2023-09-14,Headphones,Accessories,South,Karan,Consumer,9,7146,1341.8982096750897,6599.0054268675585
2023-06-13,Printer,Accessories,North,Karan,Consumer,2,1166,342.2037235172865,1215.5484052359645
2023-11-03,Laptop,Electronics,East,Sneha,Consumer,3,3249,441.92229565211625,3403.7585187177774
2024-10-26,Keyboard,Accessories,East,Sneha,Home Office,9,8766,1212.5045872980238,8652.808421300106
2024-07-03,Laptop,Electronics,South,Sneha,Consumer,6,4092,1128.4800570535103,4174.033735733518
2023-07-10,Headphones,Accessories,South,Arun,Home Office,7,1372,220.76942937736348,1374.356715653653
2023-07-31,Headphones,Accessories,West,Rahul,Consumer,3,1656,256.92160578849723,1528.6154283545534
2023-12-22,Laptop,Electronics,North,Rahul,Consumer,8,4024,912.4377519228578,4405.940005691617
2023-08-16,Printer,Accessories,North,Rahul,Consumer,1,650,92.8780081654426,694.6959047835986
2024-02-04,Laptop,Electronics,East,Arun,Consumer,7,9380,2311.1808918991483,9775.499061394827
2023-08-28,Mouse,Accessories,North,Meena,Consumer,9,12060,1647.4941877050821,13195.217824706806
2024-02-10,Printer,Accessories,North,Meena,Home Office,7,8946,2074.9825008516905,9498.138206567939
2023-08-31,Headphones,Accessories,West,Karan,Corporate,8,4064,997.8801621915502,3784.9719743552055
2024-11-23,Phone,Electronics,West,Arun,Corporate,4,5212,1255.6595711757222,5142.622020336687
2024-04-02,Tablet,Electronics,East,Karan,Corporate,10,11800,1360.9365750158931,11694.48212024086
2023-11-14,Monitor,Electronics,East,Sneha,Corporate,8,1896,492.25297694938683,1972.1733302894856
2023-06-07,Monitor,Electronics,South,Meena,Home Office,8,1936,508.14154857413513,1889.0920357227953
2024-09-07,Mouse,Accessories,South,Arun,Consumer,9,13356,3171.7588475639413,12472.245115734177
2023-08-24,Printer,Accessories,North,Meena,Home Office,8,4088,1133.870245672493,3688.2912110450666
2023-03-15,Headphones,Accessories,West,Meena,Home Office,2,1434,424.7164866969002,1356.5244871489224
2024-02-03,Monitor,Electronics,South,Arun,Home Office,10,1300,346.0730364116553,1391.49334632644
2024-09-30,Headphones,Accessories,West,Sneha,Consumer,4,632,65.51366566613709,690.4407785987498
2023-01-14,Headphones,Accessories,West,Priya,Home Office,6,7926,1035.7337839171112,8076.666963064433
2024-07-07,Phone,Electronics,South,Arun,Home Office,4,408,65.73896501910022,373.6611233112498
2024-06-10,Laptop,Electronics,North,Sneha,Corporate,9,11583,2766.9959827516846,11755.845833901421
2023-04-12,Monitor,Electronics,South,Karan,Home Office,4,2872,524.422075324948,2654.658481987315
2023-06-29,Tablet,Electronics,North,Arun,Home Office,1,745,210.5138154908145,708.9393598422987
2023-11-12,Laptop,Electronics,South,Arun,Consumer,4,1132,146.51715028614052,1192.7226982492866
2024-01-17,Headphones,Accessories,West,Meena,Corporate,8,7152,1553.2360369293533,7126.955909487545
2024-10-22,Headphones,Accessories,North,Meena,Home Office,7,6748,713.6177503799012,6902.767907934143
2023-09-14,Tablet,Electronics,West,Rahul,Home Office,6,1926,574.5767678563378,1797.8584112417402
2023-04-02,Headphones,Accessories,West,Rahul,Consumer,9,8496,2197.020675356296,8540.15663340541
2023-09-09,Mouse,Accessories,West,Priya,Home Office,3,2673,576.091330526891,2678.4149927587882
2023-05-28,Mouse,Accessories,North,Sneha,Corporate,4,4128,1014.926913749486,4336.985722572494
2023-07-23,Mouse,Accessories,South,Arun,Consumer,4,5472,846.2608033128562,5035.077229389791
2023-01-15,Monitor,Electronics,West,Priya,Corporate,3,2289,651.2051772526604,2131.3294800941426
2024-07-31,Phone,Electronics,West,Priya,Consumer,8,7816,1301.8578564315335,8427.273759084055
2023-10-09,Phone,Electronics,West,Rahul,Corporate,8,3352,345.1799043152027,3368.8415033546166
2024-05-18,Tablet,Electronics,North,Rahul,Corporate,5,545,115.39907791309167,571.0541275847914
2024-03-03,Laptop,Electronics,West,Meena,Consumer,1,787,202.15631553446138,724.0208172359521
2023-07-23,Mouse,Accessories,South,Sneha,Corporate,8,3824,1079.8683471347715,3710.9732715174505
2024-09-06,Mouse,Accessories,West,Arun,Consumer,5,2960,477.4646981057245,3193.5036475948586
